,miRTarBase ID,miRNA,Target Gene,Target Gene (Entrez Gene ID)
296348,MIRT568311,hsa-miR-92b-3p,BAK1,578
296381,MIRT568339,hsa-miR-561-5p,B4GALT5,9334
296382,MIRT568340,hsa-miR-6830-5p,B4GALT5,9334
296383,MIRT568341,hsa-miR-4495,B4GALT5,9334
296384,MIRT568341,hsa-miR-4495,B4GALT5,9334
296385,MIRT568342,hsa-miR-551b-5p,B4GALT5,9334
296386,MIRT568343,hsa-miR-7844-5p,B4GALT5,9334
296387,MIRT568343,hsa-miR-7844-5p,B4GALT5,9334
296388,MIRT568344,hsa-miR-30a-5p,B4GALT5,9334
296389,MIRT568344,hsa-miR-30a-5p,B4GALT5,9334
296390,MIRT568345,hsa-miR-30b-5p,B4GALT5,9334
296391,MIRT568345,hsa-miR-30b-5p,B4GALT5,9334
296392,MIRT568346,hsa-miR-30c-5p,B4GALT5,9334
296393,MIRT568346,hsa-miR-30c-5p,B4GALT5,9334
296394,MIRT568347,hsa-miR-30d-5p,B4GALT5,9334
296395,MIRT568347,hsa-miR-30d-5p,B4GALT5,9334
296396,MIRT568348,hsa-miR-30e-5p,B4GALT5,9334
296397,MIRT568348,hsa-miR-30e-5p,B4GALT5,9334
296416,MIRT568367,hsa-miR-6077,ATXN1,6310
296417,MIRT568368,hsa-miR-146b-3p,ATXN1,6310
296418,MIRT568369,hsa-miR-6799-3p,ATXN1,6310
296419,MIRT568370,hsa-miR-3173-5p,ATXN1,6310
296420,MIRT568371,hsa-miR-7976,ATXN1,6310
296421,MIRT568372,hsa-miR-4468,ATXN1,6310
296422,MIRT568373,hsa-miR-4699-5p,ATXN1,6310
296423,MIRT568374,hsa-miR-3688-3p,ATXN1,6310
296424,MIRT568375,hsa-miR-8076,ATXN1,6310
296425,MIRT568376,hsa-miR-371b-3p,ATXN1,6310
296426,MIRT568377,hsa-miR-302f,ATXN1,6310
296427,MIRT568378,hsa-miR-874-3p,ATXN1,6310
296428,MIRT568379,hsa-miR-7-5p,ATXN1,6310
296429,MIRT568380,hsa-miR-4666a-3p,ATP13A3,79572
296430,MIRT568381,hsa-miR-548c-3p,ATP13A3,79572
296431,MIRT568382,hsa-miR-142-5p,ATP13A3,79572
296432,MIRT568383,hsa-miR-5590-3p,ATP13A3,79572
296557,MIRT568502,hsa-miR-516a-5p,ARF1,375
296558,MIRT568503,hsa-miR-4465,ARF1,375
296559,MIRT568504,hsa-miR-26b-5p,ARF1,375
296560,MIRT568505,hsa-miR-26a-5p,ARF1,375
296561,MIRT568506,hsa-miR-1297,ARF1,375
296562,MIRT568507,hsa-miR-2117,ARF1,375
296563,MIRT568508,hsa-miR-6867-5p,ARF1,375
296564,MIRT568509,hsa-miR-3182,ARF1,375
296565,MIRT568510,hsa-miR-4320,ARF1,375
296566,MIRT568511,hsa-miR-1237-3p,ARF1,375
296567,MIRT568512,hsa-miR-5088-3p,ARF1,375
296660,MIRT568604,hsa-miR-6809-5p,ACVR2A,92
296661,MIRT568605,hsa-miR-378g,ACVR2A,92
296662,MIRT568606,hsa-miR-4486,ACVR2A,92
296663,MIRT568607,hsa-miR-6860,ACVR2A,92
296664,MIRT568608,hsa-miR-612,ACVR2A,92
296665,MIRT568609,hsa-miR-5189-5p,ACVR2A,92
296666,MIRT568610,hsa-miR-3187-5p,ACVR2A,92
296667,MIRT568611,hsa-miR-1285-3p,ACVR2A,92
296668,MIRT568612,hsa-miR-2278,ACVR2A,92
296669,MIRT568613,hsa-miR-570-5p,ACVR2A,92
296670,MIRT568614,hsa-miR-548ba,ACVR2A,92
296671,MIRT568615,hsa-miR-548ai,ACVR2A,92
296672,MIRT568616,hsa-miR-548ag,ACVR2A,92
296673,MIRT568617,hsa-miR-583,ACVR2A,92
296674,MIRT568618,hsa-miR-1276,ACVR2A,92
296675,MIRT568619,hsa-miR-4311,ACVR2A,92
296676,MIRT568620,hsa-miR-497-5p,ACVR2A,92
296677,MIRT568621,hsa-miR-15a-5p,ACVR2A,92
296678,MIRT568622,hsa-miR-6838-5p,ACVR2A,92
296679,MIRT568623,hsa-miR-195-5p,ACVR2A,92
296680,MIRT568624,hsa-miR-15b-5p,ACVR2A,92
296681,MIRT568625,hsa-miR-424-5p,ACVR2A,92
296682,MIRT568626,hsa-miR-552-5p,ACVR2A,92
296683,MIRT568627,hsa-miR-302c-5p,ACVR2A,92
296684,MIRT568628,hsa-miR-548aw,ACVR2A,92
296685,MIRT568629,hsa-miR-1468-3p,ACVR2A,92
296686,MIRT568630,hsa-miR-548x-5p,ACVR2A,92
296687,MIRT568631,hsa-miR-548g-5p,ACVR2A,92
296688,MIRT568632,hsa-miR-548f-5p,ACVR2A,92
296689,MIRT568633,hsa-miR-548aj-5p,ACVR2A,92
296690,MIRT568634,hsa-miR-10b-5p,ACVR2A,92
296691,MIRT568635,hsa-miR-504-5p,ACVR2A,92
296692,MIRT568636,hsa-miR-561-3p,ACVR2A,92
296693,MIRT568637,hsa-miR-3680-3p,ACTB,60
296694,MIRT568638,hsa-miR-557,ACTB,60
296695,MIRT568639,hsa-miR-507,ACTB,60
296696,MIRT568640,hsa-miR-450b-5p,ACTB,60
296697,MIRT568641,hsa-miR-33b-5p,ACTB,60
296698,MIRT568642,hsa-miR-33a-5p,ACTB,60
296699,MIRT568642,hsa-miR-33a-5p,ACTB,60
296700,MIRT568643,hsa-miR-382-3p,ACTB,60
296975,MIRT568846,hsa-miR-3942-3p,VPS53,55275
296976,MIRT568847,hsa-miR-3978,VPS53,55275
296977,MIRT568848,hsa-miR-5100,VPS53,55275
296978,MIRT568849,hsa-miR-875-3p,VPS53,55275
296979,MIRT568850,hsa-miR-138-2-3p,VPS53,55275
296980,MIRT568851,hsa-miR-1245b-3p,VPS53,55275
296981,MIRT568852,hsa-miR-205-3p,VPS53,55275
297633,MIRT569436,hsa-miR-4478,PCGF3,10336
297634,MIRT569436,hsa-miR-4478,PCGF3,10336
297635,MIRT569437,hsa-miR-4419b,PCGF3,10336
297636,MIRT569437,hsa-miR-4419b,PCGF3,10336
297637,MIRT569438,hsa-miR-3929,PCGF3,10336
297638,MIRT569438,hsa-miR-3929,PCGF3,10336
297937,MIRT569709,hsa-miR-3202,GPR173,54328
297938,MIRT569710,hsa-miR-6763-5p,GPR173,54328
297939,MIRT569711,hsa-miR-3150a-3p,GPR173,54328
297940,MIRT569712,hsa-miR-491-5p,GPR173,54328
297941,MIRT569713,hsa-miR-6769b-5p,GPR173,54328
297942,MIRT569714,hsa-miR-6769a-5p,GPR173,54328
297943,MIRT569715,hsa-miR-92a-2-5p,GPR173,54328
297944,MIRT569716,hsa-miR-654-5p,GPR173,54328
297945,MIRT569717,hsa-miR-541-3p,GPR173,54328
297946,MIRT569718,hsa-miR-6825-5p,GPR173,54328
297947,MIRT569719,hsa-miR-939-5p,GPR173,54328
297948,MIRT569720,hsa-miR-1343-5p,GPR173,54328
297949,MIRT569721,hsa-miR-3175,GPR173,54328
297950,MIRT569722,hsa-miR-6883-5p,GPR173,54328
297951,MIRT569723,hsa-miR-6785-5p,GPR173,54328
297952,MIRT569724,hsa-miR-4728-5p,GPR173,54328
297953,MIRT569725,hsa-miR-6878-5p,GPR173,54328
297954,MIRT569726,hsa-miR-149-3p,GPR173,54328
297955,MIRT569727,hsa-miR-6797-5p,GPR173,54328
297956,MIRT569728,hsa-miR-1249-5p,GPR173,54328
297957,MIRT569729,hsa-miR-5703,GPR173,54328
297958,MIRT569730,hsa-miR-4516,GPR173,54328
297959,MIRT569731,hsa-miR-4434,GPR173,54328
297960,MIRT569732,hsa-miR-6133,GPR173,54328
297961,MIRT569733,hsa-miR-6130,GPR173,54328
297962,MIRT569734,hsa-miR-6129,GPR173,54328
297963,MIRT569735,hsa-miR-6127,GPR173,54328
297964,MIRT569736,hsa-miR-4510,GPR173,54328
297965,MIRT569737,hsa-miR-4419a,GPR173,54328
297966,MIRT569738,hsa-miR-873-3p,GPR173,54328
297967,MIRT569739,hsa-miR-1253,GPR173,54328
297968,MIRT569740,hsa-miR-4463,GPR173,54328
297969,MIRT569741,hsa-miR-6760-5p,GPR173,54328
297970,MIRT569742,hsa-miR-5197-3p,GPR173,54328
298038,MIRT569798,hsa-miR-498,KCNJ15,3772
298039,MIRT569799,hsa-miR-298,KCNJ15,3772
298040,MIRT569800,hsa-miR-548ao-3p,KCNJ15,3772
298093,MIRT569840,hsa-miR-574-5p,RGS5,8490
298094,MIRT569841,hsa-miR-147a,RGS5,8490
298095,MIRT569842,hsa-miR-297,RGS5,8490
298096,MIRT569843,hsa-miR-644a,RGS5,8490
298097,MIRT569844,hsa-miR-6867-5p,RGS5,8490
298098,MIRT569845,hsa-miR-3911,RGS5,8490
298099,MIRT569846,hsa-miR-223-5p,RGS5,8490
298100,MIRT569847,hsa-miR-567,RGS5,8490
298101,MIRT569848,hsa-miR-6787-5p,RGS5,8490
298102,MIRT569849,hsa-miR-663a,RGS5,8490
298103,MIRT569850,hsa-miR-1908-5p,RGS5,8490
298104,MIRT569851,hsa-miR-4749-5p,RGS5,8490
298105,MIRT569852,hsa-miR-4706,RGS5,8490
298106,MIRT569853,hsa-miR-511-3p,RGS5,8490
298107,MIRT569854,hsa-miR-595,RGS5,8490
298108,MIRT569855,hsa-miR-548t-5p,RGS5,8490
298109,MIRT569856,hsa-miR-548az-5p,RGS5,8490
298395,MIRT570079,hsa-miR-574-5p,KANSL1L,151050
298396,MIRT570080,hsa-miR-1185-2-3p,KANSL1L,151050
298397,MIRT570081,hsa-miR-1185-1-3p,KANSL1L,151050
298398,MIRT570082,hsa-let-7f-2-3p,KANSL1L,151050
298399,MIRT570083,hsa-miR-4789-5p,KANSL1L,151050
298400,MIRT570084,hsa-miR-98-3p,KANSL1L,151050
298401,MIRT570085,hsa-let-7f-1-3p,KANSL1L,151050
298402,MIRT570086,hsa-let-7b-3p,KANSL1L,151050
298403,MIRT570087,hsa-let-7a-3p,KANSL1L,151050
298404,MIRT570088,hsa-miR-6867-5p,KANSL1L,151050
298405,MIRT570089,hsa-miR-3650,KANSL1L,151050
298406,MIRT570089,hsa-miR-3650,KANSL1L,151050
298407,MIRT570090,hsa-miR-4455,KANSL1L,151050
298408,MIRT570091,hsa-miR-6747-5p,KANSL1L,151050
298409,MIRT570092,hsa-miR-4307,KANSL1L,151050
298410,MIRT570093,hsa-miR-6782-5p,KANSL1L,151050
298451,MIRT570130,hsa-miR-7152-3p,RAPGEF2,9693
298528,MIRT570206,hsa-miR-625-5p,JUND,3727
298529,MIRT570206,hsa-miR-625-5p,JUND,3727
298530,MIRT570207,hsa-miR-4695-5p,JUND,3727
298531,MIRT570208,hsa-miR-4707-5p,JUND,3727
299004,MIRT570589,hsa-miR-128-2-5p,NFIX,4784
299005,MIRT570590,hsa-miR-128-1-5p,NFIX,4784
299006,MIRT570591,hsa-miR-3144-5p,NFIX,4784
299007,MIRT570592,hsa-miR-6781-5p,NFIX,4784
299008,MIRT570593,hsa-miR-744-5p,NFIX,4784
299009,MIRT570594,hsa-miR-4749-5p,NFIX,4784
299010,MIRT570595,hsa-miR-4706,NFIX,4784
299011,MIRT570596,hsa-miR-3648,NFIX,4784
299012,MIRT570597,hsa-miR-6869-3p,NFIX,4784
299013,MIRT570598,hsa-miR-6846-3p,NFIX,4784
299014,MIRT570599,hsa-miR-4734,NFIX,4784
299015,MIRT570600,hsa-miR-6752-3p,NFIX,4784
299016,MIRT570601,hsa-miR-6810-3p,NFIX,4784
299017,MIRT570602,hsa-miR-6801-3p,NFIX,4784
299052,MIRT570622,hsa-miR-513a-5p,MAP1B,4131
299053,MIRT570623,hsa-miR-4463,MAP1B,4131
299054,MIRT570624,hsa-miR-4499,MAP1B,4131
299055,MIRT570625,hsa-miR-4760-3p,MAP1B,4131
299056,MIRT570626,hsa-miR-562,MAP1B,4131
299057,MIRT570627,hsa-miR-27b-3p,MAP1B,4131
299058,MIRT570628,hsa-miR-27a-3p,MAP1B,4131
299406,MIRT570922,hsa-miR-4642,ARHGEF7,8874
299407,MIRT570923,hsa-miR-1256,ARHGEF7,8874
299408,MIRT570924,hsa-miR-509-3p,ARHGEF7,8874
299409,MIRT570925,hsa-miR-3185,ARHGEF7,8874
299627,MIRT571113,hsa-miR-4668-5p,UBE2H,7328
299628,MIRT571114,hsa-miR-922,UBE2H,7328
299629,MIRT571115,hsa-miR-5584-5p,UBE2H,7328
299630,MIRT571116,hsa-miR-335-5p,UBE2H,7328
299631,MIRT571117,hsa-miR-6838-5p,UBE2H,7328
299632,MIRT571118,hsa-miR-497-5p,UBE2H,7328
299633,MIRT571119,hsa-miR-424-5p,UBE2H,7328
299634,MIRT571120,hsa-miR-195-5p,UBE2H,7328
299635,MIRT571121,hsa-miR-16-5p,UBE2H,7328
299636,MIRT571122,hsa-miR-15b-5p,UBE2H,7328
299637,MIRT571123,hsa-miR-15a-5p,UBE2H,7328
299638,MIRT571124,hsa-miR-2278,UBE2H,7328
299742,MIRT571213,hsa-miR-4446-5p,RRS1,23212
299743,MIRT571214,hsa-miR-5006-3p,RRS1,23212
299744,MIRT571215,hsa-miR-3692-3p,RRS1,23212
299745,MIRT571216,hsa-miR-4755-5p,RRS1,23212
299746,MIRT571217,hsa-miR-6883-3p,RRS1,23212
299930,MIRT571388,hsa-miR-7152-5p,MRPL19,9801
299931,MIRT571389,hsa-miR-8061,MRPL19,9801
299932,MIRT571390,hsa-miR-3074-5p,MRPL19,9801
299933,MIRT571391,hsa-miR-4760-5p,MRPL19,9801
299934,MIRT571392,hsa-miR-4775,MRPL19,9801
299935,MIRT571393,hsa-miR-6817-5p,MRPL19,9801
299936,MIRT571394,hsa-miR-4524a-3p,MRPL19,9801
299937,MIRT571395,hsa-miR-4769-3p,MRPL19,9801
299938,MIRT571396,hsa-miR-6747-3p,MRPL19,9801
299939,MIRT571397,hsa-miR-5580-3p,MRPL19,9801
299940,MIRT571398,hsa-miR-3662,MRPL19,9801
299982,MIRT571424,hsa-miR-646,RIF1,55183
299983,MIRT571425,hsa-miR-503-5p,RIF1,55183
299984,MIRT571426,hsa-miR-6838-5p,RIF1,55183
299985,MIRT571427,hsa-miR-497-5p,RIF1,55183
299986,MIRT571428,hsa-miR-424-5p,RIF1,55183
299987,MIRT571429,hsa-miR-195-5p,RIF1,55183
299988,MIRT571430,hsa-miR-15b-5p,RIF1,55183
299989,MIRT571431,hsa-miR-15a-5p,RIF1,55183
300065,MIRT571510,hsa-miR-5680,ZNF711,7552
300066,MIRT571511,hsa-miR-212-3p,ZNF711,7552
300067,MIRT571512,hsa-miR-132-3p,ZNF711,7552
300100,MIRT571545,hsa-miR-891b,ZNF207,7756
300135,MIRT571580,hsa-miR-514b-3p,TXNIP,10628
300136,MIRT571581,hsa-miR-514a-3p,TXNIP,10628
300325,MIRT571753,hsa-miR-655-3p,PSD3,23362
300326,MIRT571754,hsa-miR-374c-5p,PSD3,23362
300327,MIRT571755,hsa-miR-429,PSD3,23362
300328,MIRT571756,hsa-miR-200c-3p,PSD3,23362
300329,MIRT571757,hsa-miR-8084,PSD3,23362
300330,MIRT571758,hsa-miR-200b-3p,PSD3,23362
300331,MIRT571759,hsa-miR-519c-3p,PSD3,23362
300332,MIRT571760,hsa-miR-519b-3p,PSD3,23362
300333,MIRT571761,hsa-miR-519a-3p,PSD3,23362
300334,MIRT571762,hsa-miR-520e,PSD3,23362
300335,MIRT571763,hsa-miR-302a-3p,PSD3,23362
300336,MIRT571764,hsa-miR-520a-3p,PSD3,23362
300337,MIRT571765,hsa-miR-372-3p,PSD3,23362
300338,MIRT571766,hsa-miR-520b,PSD3,23362
300339,MIRT571767,hsa-miR-520c-3p,PSD3,23362
300340,MIRT571768,hsa-miR-520d-3p,PSD3,23362
300341,MIRT571769,hsa-miR-373-3p,PSD3,23362
300342,MIRT571770,hsa-miR-302e,PSD3,23362
300343,MIRT571771,hsa-miR-302d-3p,PSD3,23362
300344,MIRT571772,hsa-miR-302b-3p,PSD3,23362
300345,MIRT571773,hsa-miR-302c-3p,PSD3,23362
300482,MIRT571907,hsa-miR-338-5p,MATR3,9782
300597,MIRT571997,hsa-miR-4699-5p,HNRNPC,3183
300598,MIRT571997,hsa-miR-4699-5p,HNRNPC,3183
300599,MIRT571998,hsa-miR-4773,HNRNPC,3183
300761,MIRT572160,hsa-miR-556-3p,DCAF7,10238
300770,MIRT572167,hsa-miR-593-5p,CELF1,10658
300771,MIRT572168,hsa-miR-4791,CELF1,10658
300772,MIRT572169,hsa-miR-3201,CELF1,10658
300773,MIRT572170,hsa-miR-548z,CELF1,10658
300774,MIRT572171,hsa-miR-548h-3p,CELF1,10658
300775,MIRT572172,hsa-miR-548d-3p,CELF1,10658
300776,MIRT572173,hsa-miR-548bb-3p,CELF1,10658
300777,MIRT572174,hsa-miR-548ac,CELF1,10658
300778,MIRT572175,hsa-miR-183-5p,CELF1,10658
300779,MIRT572176,hsa-miR-4465,CDV3,55573
300780,MIRT572177,hsa-miR-26b-5p,CDV3,55573
300781,MIRT572178,hsa-miR-26a-5p,CDV3,55573
300782,MIRT572179,hsa-miR-1297,CDV3,55573
300783,MIRT572180,hsa-miR-155-5p,CDV3,55573
300784,MIRT572181,hsa-miR-298,CDV3,55573
300785,MIRT572182,hsa-miR-205-3p,CDV3,55573
300861,MIRT572257,hsa-miR-6793-3p,AKIRIN1,79647
301114,MIRT572468,hsa-miR-6887-3p,EPB41L1,2036
301115,MIRT572469,hsa-miR-4286,EPB41L1,2036
301279,MIRT572611,hsa-miR-129-5p,CNTLN,54875
301280,MIRT572611,hsa-miR-129-5p,CNTLN,54875
301281,MIRT572612,hsa-miR-8055,CNTLN,54875
301282,MIRT572612,hsa-miR-8055,CNTLN,54875
301283,MIRT572613,hsa-miR-222-5p,CNTLN,54875
301284,MIRT572614,hsa-miR-545-5p,CNTLN,54875
301285,MIRT572615,hsa-miR-548m,CNTLN,54875
301286,MIRT572616,hsa-miR-329-5p,CNTLN,54875
301312,MIRT572642,hsa-miR-6759-5p,ID4,3400
301313,MIRT572643,hsa-miR-6796-5p,ID4,3400
301314,MIRT572644,hsa-miR-4322,ID4,3400
301315,MIRT572645,hsa-miR-4296,ID4,3400
301316,MIRT572646,hsa-miR-4265,ID4,3400
301317,MIRT572647,hsa-miR-4674,ID4,3400
301318,MIRT572648,hsa-miR-4437,ID4,3400
301319,MIRT572649,hsa-miR-4417,ID4,3400
301549,MIRT572811,hsa-miR-4309,MYO1C,4641
301550,MIRT572812,hsa-miR-3198,MYO1C,4641
301551,MIRT572813,hsa-miR-6509-3p,MYO1C,4641
301552,MIRT572814,hsa-miR-4668-5p,MYO1C,4641
301553,MIRT572815,hsa-miR-4294,MYO1C,4641
301554,MIRT572816,hsa-miR-1289,MYO1C,4641
301555,MIRT572817,hsa-miR-1287-5p,MYO1C,4641
301556,MIRT572818,hsa-miR-3135b,MYO1C,4641
301557,MIRT572819,hsa-miR-5702,MYO1C,4641
301558,MIRT572820,hsa-miR-570-3p,MYO1C,4641
301559,MIRT572821,hsa-miR-3692-5p,MYO1C,4641
301560,MIRT572822,hsa-miR-1273g-3p,MYO1C,4641
301561,MIRT572823,hsa-miR-6754-5p,MYO1C,4641
301562,MIRT572824,hsa-miR-181a-2-3p,MYO1C,4641
301563,MIRT572825,hsa-miR-4441,MYO1C,4641
301564,MIRT572826,hsa-miR-4270,MYO1C,4641
301565,MIRT572827,hsa-miR-211-3p,MYO1C,4641
301566,MIRT572828,hsa-miR-5584-5p,MYO1C,4641
301733,MIRT572985,hsa-miR-655-3p,PSEN1,5663
301734,MIRT572986,hsa-miR-374c-5p,PSEN1,5663
301735,MIRT572987,hsa-miR-935,PSEN1,5663
301736,MIRT572988,hsa-miR-5000-5p,PSEN1,5663
301906,MIRT573158,hsa-miR-1298-5p,SLC30A9,10463
301907,MIRT573159,hsa-miR-222-5p,SLC30A9,10463
301908,MIRT573160,hsa-miR-6740-3p,SLC30A9,10463
301909,MIRT573161,hsa-miR-1273f,SLC30A9,10463
301910,MIRT573162,hsa-miR-4708-5p,SLC30A9,10463
301911,MIRT573163,hsa-miR-6088,SLC30A9,10463
301912,MIRT573164,hsa-miR-4770,SLC30A9,10463
301913,MIRT573165,hsa-miR-143-3p,SLC30A9,10463
301914,MIRT573166,hsa-miR-545-5p,SLC30A9,10463
302329,MIRT573525,hsa-miR-5010-3p,MDM2,4193
302330,MIRT573526,hsa-miR-2113,MDM2,4193
302331,MIRT573527,hsa-miR-1185-2-3p,MDM2,4193
302332,MIRT573528,hsa-let-7f-2-3p,MDM2,4193
302333,MIRT573529,hsa-miR-1185-1-3p,MDM2,4193
302334,MIRT573530,hsa-miR-4789-5p,MDM2,4193
302335,MIRT573531,hsa-miR-98-3p,MDM2,4193
302336,MIRT573532,hsa-let-7f-1-3p,MDM2,4193
302337,MIRT573533,hsa-let-7b-3p,MDM2,4193
302338,MIRT573534,hsa-let-7a-3p,MDM2,4193
302339,MIRT573535,hsa-miR-381-3p,MDM2,4193
302340,MIRT573536,hsa-miR-4666a-3p,MDM2,4193
302341,MIRT573537,hsa-miR-300,MDM2,4193
302342,MIRT573538,hsa-miR-526b-5p,MDM2,4193
302343,MIRT573539,hsa-miR-4635,MDM2,4193
302455,MIRT573649,hsa-miR-6780a-5p,HES6,55502
302456,MIRT573650,hsa-miR-6779-5p,HES6,55502
302457,MIRT573651,hsa-miR-3689c,HES6,55502
302458,MIRT573652,hsa-miR-3689b-3p,HES6,55502
302459,MIRT573653,hsa-miR-3689a-3p,HES6,55502
302460,MIRT573654,hsa-miR-30b-3p,HES6,55502
302461,MIRT573655,hsa-miR-6799-5p,HES6,55502
302462,MIRT573656,hsa-miR-1273h-5p,HES6,55502
302463,MIRT573657,hsa-miR-6883-5p,HES6,55502
302464,MIRT573658,hsa-miR-6785-5p,HES6,55502
302465,MIRT573659,hsa-miR-4728-5p,HES6,55502
302466,MIRT573660,hsa-miR-149-3p,HES6,55502
302467,MIRT573661,hsa-miR-7106-5p,HES6,55502
302468,MIRT573662,hsa-miR-6797-5p,HES6,55502
302469,MIRT573663,hsa-miR-1249-5p,HES6,55502
302470,MIRT573664,hsa-miR-765,HES6,55502
302471,MIRT573665,hsa-miR-4683,HES6,55502
302472,MIRT573666,hsa-miR-6133,HES6,55502
302473,MIRT573667,hsa-miR-6130,HES6,55502
302474,MIRT573668,hsa-miR-6129,HES6,55502
302475,MIRT573669,hsa-miR-6127,HES6,55502
302476,MIRT573670,hsa-miR-4510,HES6,55502
302477,MIRT573671,hsa-miR-4419a,HES6,55502
302478,MIRT573672,hsa-miR-4784,HES6,55502
302479,MIRT573673,hsa-miR-3150b-3p,HES6,55502
302480,MIRT573674,hsa-miR-6791-5p,HES6,55502
302481,MIRT573675,hsa-miR-3192-5p,HES6,55502
302482,MIRT573676,hsa-miR-4292,HES6,55502
302483,MIRT573677,hsa-miR-331-3p,HES6,55502
302484,MIRT573678,hsa-miR-6837-5p,HES6,55502
302485,MIRT573679,hsa-miR-4685-5p,HES6,55502
302486,MIRT573680,hsa-miR-7113-5p,HES6,55502
302487,MIRT573681,hsa-miR-4739,HES6,55502
302488,MIRT573682,hsa-miR-4756-5p,HES6,55502
302489,MIRT573683,hsa-miR-1321,HES6,55502
302490,MIRT573684,hsa-miR-4779,HES6,55502
302491,MIRT573685,hsa-miR-6888-5p,HES6,55502
302804,MIRT573966,hsa-miR-340-5p,DDX21,9188
302805,MIRT573967,hsa-miR-4772-5p,DDX21,9188
302806,MIRT573968,hsa-miR-383-5p,DDX21,9188
302807,MIRT573969,hsa-miR-548ax,DDX21,9188
302808,MIRT573970,hsa-miR-3185,DDX21,9188
302809,MIRT573971,hsa-miR-548ao-5p,DDX21,9188
302810,MIRT573972,hsa-miR-4502,DDX21,9188
302811,MIRT573973,hsa-miR-1245b-3p,DDX21,9188
302812,MIRT573974,hsa-miR-95-5p,DDX21,9188
302813,MIRT573975,hsa-miR-5590-3p,DDX21,9188
302814,MIRT573976,hsa-miR-142-5p,DDX21,9188
302815,MIRT573977,hsa-miR-802,DDX21,9188
302816,MIRT573978,hsa-miR-580-5p,DDX21,9188
302817,MIRT573979,hsa-miR-3646,DDX21,9188
302818,MIRT573980,hsa-miR-1252-3p,DDX21,9188
302819,MIRT573981,hsa-miR-561-3p,DDX21,9188
302820,MIRT573982,hsa-miR-548at-5p,DDX21,9188
302821,MIRT573983,hsa-miR-548f-3p,DDX21,9188
302822,MIRT573984,hsa-miR-548e-3p,DDX21,9188
302823,MIRT573985,hsa-miR-548az-3p,DDX21,9188
302824,MIRT573986,hsa-miR-548ar-3p,DDX21,9188
302825,MIRT573987,hsa-miR-548a-3p,DDX21,9188
302826,MIRT573988,hsa-miR-548x-3p,DDX21,9188
302827,MIRT573989,hsa-miR-548j-3p,DDX21,9188
302828,MIRT573990,hsa-miR-548aq-3p,DDX21,9188
302829,MIRT573991,hsa-miR-548am-3p,DDX21,9188
302830,MIRT573992,hsa-miR-548aj-3p,DDX21,9188
302831,MIRT573993,hsa-miR-548ah-3p,DDX21,9188
302832,MIRT573994,hsa-miR-548ae-3p,DDX21,9188
303066,MIRT574178,hsa-miR-514b-5p,TMPO,7112
303067,MIRT574179,hsa-miR-513c-5p,TMPO,7112
303068,MIRT574180,hsa-miR-372-5p,TMPO,7112
303069,MIRT574181,hsa-miR-371a-5p,TMPO,7112
303070,MIRT574182,hsa-miR-616-5p,TMPO,7112
303071,MIRT574183,hsa-miR-373-5p,TMPO,7112
303072,MIRT574184,hsa-miR-371b-5p,TMPO,7112
303082,MIRT574194,hsa-miR-8055,LMNB1,4001
303083,MIRT574195,hsa-miR-1304-5p,LMNB1,4001
303084,MIRT574196,hsa-miR-6858-5p,LMNB1,4001
303085,MIRT574197,hsa-miR-4689,LMNB1,4001
303086,MIRT574198,hsa-miR-1224-5p,LMNB1,4001
303087,MIRT574199,hsa-miR-3915,LMNB1,4001
303088,MIRT574200,hsa-miR-3928-3p,LMNB1,4001
303104,MIRT574209,hsa-miR-4653-3p,ACTR2,10097
303105,MIRT574210,hsa-miR-3690,ACTR2,10097
303108,MIRT574213,hsa-miR-1910-5p,MRPL19,9801
303181,MIRT574285,hsa-miR-6793-3p,TMEM30A,55754
303311,MIRT574415,hsa-miR-3662,SRSF11,9295
303347,MIRT574450,hsa-miR-6801-5p,RREB1,6239
303348,MIRT574451,hsa-miR-1178-5p,RREB1,6239
303349,MIRT574452,hsa-miR-3912-3p,RREB1,6239
303451,MIRT574543,hsa-miR-512-5p,OGT,8473
303452,MIRT574544,hsa-miR-4287,OGT,8473
303453,MIRT574545,hsa-miR-6734-5p,OGT,8473
303454,MIRT574546,hsa-miR-6834-5p,OGT,8473
303455,MIRT574547,hsa-miR-4721,OGT,8473
303468,MIRT574560,hsa-miR-5189-3p,NR2F2,7026
303469,MIRT574561,hsa-miR-519c-3p,NR2F2,7026
303470,MIRT574562,hsa-miR-519b-3p,NR2F2,7026
303471,MIRT574563,hsa-miR-519a-3p,NR2F2,7026
303472,MIRT574564,hsa-miR-520c-3p,NR2F2,7026
303473,MIRT574565,hsa-miR-520b,NR2F2,7026
303474,MIRT574566,hsa-miR-302b-3p,NR2F2,7026
303475,MIRT574567,hsa-miR-302c-3p,NR2F2,7026
303476,MIRT574568,hsa-miR-302e,NR2F2,7026
303477,MIRT574569,hsa-miR-372-3p,NR2F2,7026
303478,MIRT574570,hsa-miR-520a-3p,NR2F2,7026
303479,MIRT574571,hsa-miR-373-3p,NR2F2,7026
303480,MIRT574572,hsa-miR-520d-3p,NR2F2,7026
303481,MIRT574573,hsa-miR-302d-3p,NR2F2,7026
303482,MIRT574574,hsa-miR-520e,NR2F2,7026
303487,MIRT574577,hsa-miR-6825-5p,NFIX,4784
303488,MIRT574578,hsa-miR-3184-5p,NFIX,4784
